Date;Type;HomeTeam;HomePTS;AwayTeam;AwayPTS
17/10/2017;Regular;CLE;102;BOS;99
17/10/2017;Regular;GSW;121;HOU;122
18/10/2017;Regular;DET;102;CHO;90
18/10/2017;Regular;IND;140;BRK;131
18/10/2017;Regular;ORL;116;MIA;109
18/10/2017;Regular;WAS;120;PHI;115
18/10/2017;Regular;BOS;100;MIL;108
18/10/2017;Regular;MEM;103;NOP;91
18/10/2017;Regular;DAL;111;ATL;117
18/10/2017;Regular;UTA;106;DEN;96
18/10/2017;Regular;SAS;107;MIN;99
18/10/2017;Regular;PHO;76;POR;124
18/10/2017;Regular;SAC;100;HOU;105
19/10/2017;Regular;TOR;117;CHI;100
19/10/2017;Regular;OKC;105;NYK;84
19/10/2017;Regular;LAL;92;LAC;108
20/10/2017;Regular;CHO;109;ATL;91
20/10/2017;Regular;IND;96;POR;114
20/10/2017;Regular;MIL;97;CLE;116
20/10/2017;Regular;PHI;92;BOS;102
20/10/2017;Regular;WAS;115;DET;111
20/10/2017;Regular;BRK;126;ORL;121
20/10/2017;Regular;MIN;100;UTA;97
20/10/2017;Regular;DAL;88;SAC;93
20/10/2017;Regular;NOP;120;GSW;128
20/10/2017;Regular;PHO;130;LAL;132
21/10/2017;Regular;TOR;128;PHI;94
21/10/2017;Regular;CHI;77;SAS;87
21/10/2017;Regular;CLE;93;ORL;114
21/10/2017;Regular;HOU;107;DAL;91
21/10/2017;Regular;MEM;111;GSW;101
21/10/2017;Regular;MIA;112;IND;108
21/10/2017;Regular;NYK;107;DET;111
21/10/2017;Regular;MIL;113;POR;110
21/10/2017;Regular;DEN;96;SAC;79
21/10/2017;Regular;UTA;96;OKC;87
21/10/2017;Regular;LAC;130;PHO;88
22/10/2017;Regular;BRK;116;ATL;104
22/10/2017;Regular;OKC;113;MIN;115
22/10/2017;Regular;LAL;112;NOP;119
23/10/2017;Regular;DET;86;PHI;97
23/10/2017;Regular;MIA;104;ATL;93
23/10/2017;Regular;HOU;90;MEM;98
23/10/2017;Regular;MIL;103;CHO;94
23/10/2017;Regular;DAL;103;GSW;133
23/10/2017;Regular;SAS;101;TOR;97
23/10/2017;Regular;DEN;104;WAS;109
23/10/2017;Regular;PHO;117;SAC;115
24/10/2017;Regular;CLE;119;CHI;112
24/10/2017;Regular;ORL;125;BRK;121
24/10/2017;Regular;BOS;110;NYK;89
24/10/2017;Regular;MIN;107;IND;130
24/10/2017;Regular;POR;103;NOP;93
24/10/2017;Regular;LAC;102;UTA;84
25/10/2017;Regular;CHO;110;DEN;93
25/10/2017;Regular;DET;122;MIN;101
25/10/2017;Regular;PHI;104;HOU;105
25/10/2017;Regular;BRK;112;CLE;107
25/10/2017;Regular;MIA;100;SAS;117
25/10/2017;Regular;OKC;114;IND;96
25/10/2017;Regular;DAL;103;MEM;94
25/10/2017;Regular;PHO;97;UTA;88
25/10/2017;Regular;GSW;117;TOR;112
25/10/2017;Regular;LAL;102;WAS;99
26/10/2017;Regular;CHI;91;ATL;86
26/10/2017;Regular;MEM;96;DAL;91
26/10/2017;Regular;MIL;89;BOS;96
26/10/2017;Regular;POR;103;LAC;104
26/10/2017;Regular;SAC;106;NOP;114
27/10/2017;Regular;CHO;93;HOU;109
27/10/2017;Regular;ORL;114;SAS;87
27/10/2017;Regular;ATL;100;DEN;105
27/10/2017;Regular;NYK;107;BRK;86
27/10/2017;Regular;MIN;119;OKC;116
27/10/2017;Regular;GSW;120;WAS;117
27/10/2017;Regular;LAL;92;TOR;101
28/10/2017;Regular;NOP;123;CLE;101
28/10/2017;Regular;CHI;69;OKC;101
28/10/2017;Regular;MEM;103;HOU;89
28/10/2017;Regular;MIA;90;BOS;96
28/10/2017;Regular;DAL;110;PHI;112
28/10/2017;Regular;UTA;96;LAL;81
28/10/2017;Regular;POR;114;PHO;107
28/10/2017;Regular;LAC;87;DET;95
29/10/2017;Regular;ATL;106;MIL;117
29/10/2017;Regular;IND;97;SAS;94
29/10/2017;Regular;BRK;111;DEN;124
29/10/2017;Regular;CHO;120;ORL;113
29/10/2017;Regular;SAC;83;WAS;110
29/10/2017;Regular;CLE;95;NYK;114
29/10/2017;Regular;GSW;107;DET;115
30/10/2017;Regular;BOS;108;SAS;94
30/10/2017;Regular;MIA;122;MIN;125
30/10/2017;Regular;NYK;116;DEN;110
30/10/2017;Regular;HOU;107;PHI;115
30/10/2017;Regular;MEM;99;CHO;104
30/10/2017;Regular;NOP;99;ORL;115
30/10/2017;Regular;UTA;104;DAL;89
30/10/2017;Regular;POR;85;TOR;99
30/10/2017;Regular;LAC;113;GSW;141
31/10/2017;Regular;IND;101;SAC;83
31/10/2017;Regular;BRK;114;PHO;122
31/10/2017;Regular;MIL;91;OKC;110
31/10/2017;Regular;LAL;113;DET;93
01/11/2017;Regular;CHO;126;MIL;121
01/11/2017;Regular;CLE;107;IND;124
01/11/2017;Regular;PHI;119;ATL;109
01/11/2017;Regular;WAS;116;PHO;122
01/11/2017;Regular;BOS;113;SAC;86
01/11/2017;Regular;MIA;97;CHI;91
01/11/2017;Regular;MEM;99;ORL;101
01/11/2017;Regular;NOP;98;MIN;104
01/11/2017;Regular;NYK;97;HOU;119
01/11/2017;Regular;DEN;129;TOR;111
01/11/2017;Regular;UTA;112;POR;103
01/11/2017;Regular;LAC;119;DAL;98
02/11/2017;Regular;SAS;92;GSW;112
02/11/2017;Regular;POR;113;LAL;110
03/11/2017;Regular;DET;105;MIL;96
03/11/2017;Regular;ORL;83;CHI;105
03/11/2017;Regular;PHI;121;IND;110
03/11/2017;Regular;WAS;122;CLE;130
03/11/2017;Regular;ATL;104;HOU;119
03/11/2017;Regular;NYK;120;PHO;107
03/11/2017;Regular;DAL;94;NOP;99
03/11/2017;Regular;SAS;108;CHO;101
03/11/2017;Regular;DEN;95;MIA;94
03/11/2017;Regular;UTA;100;TOR;109
03/11/2017;Regular;OKC;94;BOS;101
03/11/2017;Regular;LAL;124;BRK;112
04/11/2017;Regular;LAC;104;MEM;113
04/11/2017;Regular;DET;108;SAC;99
04/11/2017;Regular;CHI;90;NOP;96
04/11/2017;Regular;MIN;112;DAL;99
04/11/2017;Regular;DEN;108;GSW;127
05/11/2017;Regular;CLE;115;ATL;117
05/11/2017;Regular;LAC;101;MIA;104
05/11/2017;Regular;ORL;88;BOS;104
05/11/2017;Regular;TOR;96;WAS;107
05/11/2017;Regular;HOU;137;UTA;110
05/11/2017;Regular;SAS;112;PHO;95
05/11/2017;Regular;NYK;108;IND;101
05/11/2017;Regular;MIN;112;CHO;94
05/11/2017;Regular;POR;103;OKC;99
05/11/2017;Regular;LAL;107;MEM;102
06/11/2017;Regular;ATL;107;BOS;110
06/11/2017;Regular;PHO;92;BRK;98
06/11/2017;Regular;GSW;97;MIA;80
07/11/2017;Regular;CLE;124;MIL;119
07/11/2017;Regular;IND;112;NOP;117
07/11/2017;Regular;WAS;99;DAL;113
07/11/2017;Regular;NYK;118;CHO;113
07/11/2017;Regular;TOR;119;CHI;114
07/11/2017;Regular;SAS;120;LAC;107
07/11/2017;Regular;DEN;112;BRK;104
07/11/2017;Regular;UTA;97;PHI;104
07/11/2017;Regular;POR;97;MEM;98
07/11/2017;Regular;SAC;94;OKC;86
08/11/2017;Regular;DET;114;IND;97
08/11/2017;Regular;ORL;112;NYK;99
08/11/2017;Regular;BOS;107;LAL;96
08/11/2017;Regular;PHO;115;MIA;126
08/11/2017;Regular;GSW;125;MIN;101
09/11/2017;Regular;WAS;111;LAL;95
09/11/2017;Regular;TOR;122;NOP;118
09/11/2017;Regular;HOU;117;CLE;113
09/11/2017;Regular;SAC;109;PHI;108
09/11/2017;Regular;DEN;102;OKC;94
10/11/2017;Regular;DET;111;ATL;104
10/11/2017;Regular;BOS;90;CHO;87
10/11/2017;Regular;CHI;87;IND;105
10/11/2017;Regular;OKC;120;LAC;111
10/11/2017;Regular;PHO;112;ORL;128
10/11/2017;Regular;SAS;87;MIL;94
10/11/2017;Regular;UTA;74;MIA;84
10/11/2017;Regular;POR;97;BRK;101
11/11/2017;Regular;NOP;111;LAC;103
11/11/2017;Regular;WAS;113;ATL;94
11/11/2017;Regular;HOU;111;MEM;96
11/11/2017;Regular;NYK;118;SAC;91
11/11/2017;Regular;DAL;104;CLE;111
11/11/2017;Regular;GSW;135;PHI;114
11/11/2017;Regular;MIL;98;LAL;90
11/11/2017;Regular;SAS;133;CHI;94
11/11/2017;Regular;DEN;125;ORL;107
11/11/2017;Regular;PHO;118;MIN;110
11/11/2017;Regular;UTA;114;BRK;106
12/11/2017;Regular;BOS;95;TOR;94
12/11/2017;Regular;DET;112;MIA;103
12/11/2017;Regular;IND;95;HOU;118
12/11/2017;Regular;OKC;112;DAL;99
13/11/2017;Regular;WAS;110;SAC;92
13/11/2017;Regular;NYK;101;CLE;104
13/11/2017;Regular;MIL;110;MEM;103
13/11/2017;Regular;NOP;106;ATL;105
13/11/2017;Regular;PHO;93;LAL;100
13/11/2017;Regular;UTA;98;MIN;109
13/11/2017;Regular;POR;99;DEN;82
13/11/2017;Regular;GSW;110;ORL;100
13/11/2017;Regular;LAC;105;PHI;109
14/11/2017;Regular;BRK;102;BOS;109
14/11/2017;Regular;HOU;113;TOR;129
14/11/2017;Regular;DAL;91;SAS;97
15/11/2017;Regular;ATL;126;SAC;80
15/11/2017;Regular;MIA;93;WAS;102
15/11/2017;Regular;NYK;106;UTA;101
15/11/2017;Regular;CHO;107;CLE;115
15/11/2017;Regular;MEM;113;IND;116
15/11/2017;Regular;MIL;99;DET;95
15/11/2017;Regular;MIN;98;SAS;86
15/11/2017;Regular;NOP;116;TOR;125
15/11/2017;Regular;OKC;92;CHI;79
15/11/2017;Regular;POR;99;ORL;94
15/11/2017;Regular;LAL;109;PHI;115
16/11/2017;Regular;BOS;92;GSW;88
16/11/2017;Regular;PHO;116;HOU;142
17/11/2017;Regular;IND;107;DET;100
17/11/2017;Regular;WAS;88;MIA;91
17/11/2017;Regular;BRK;118;UTA;107
17/11/2017;Regular;CLE;118;LAC;113
17/11/2017;Regular;TOR;107;NYK;84
17/11/2017;Regular;CHI;123;CHO;120
17/11/2017;Regular;SAS;104;OKC;101
17/11/2017;Regular;DAL;87;MIN;111
17/11/2017;Regular;SAC;86;POR;82
17/11/2017;Regular;DEN;146;NOP;114
17/11/2017;Regular;LAL;113;PHO;122
18/11/2017;Regular;CHO;102;LAC;87
18/11/2017;Regular;ORL;85;UTA;125
18/11/2017;Regular;ATL;99;BOS;110
18/11/2017;Regular;PHI;116;GSW;124
18/11/2017;Regular;MEM;83;HOU;105
18/11/2017;Regular;DAL;111;MIL;79
18/11/2017;Regular;POR;102;SAC;90
19/11/2017;Regular;TOR;100;WAS;91
19/11/2017;Regular;MIA;95;IND;120
19/11/2017;Regular;BRK;111;GSW;118
19/11/2017;Regular;MIN;97;DET;100
19/11/2017;Regular;PHO;113;CHI;105
19/11/2017;Regular;LAL;127;DEN;109
20/11/2017;Regular;CHO;118;MIN;102
20/11/2017;Regular;DET;88;CLE;116
20/11/2017;Regular;ORL;97;IND;105
20/11/2017;Regular;PHI;107;UTA;86
20/11/2017;Regular;NYK;107;LAC;85
20/11/2017;Regular;MEM;92;POR;100
20/11/2017;Regular;MIL;88;WAS;99
20/11/2017;Regular;NOP;114;OKC;107
20/11/2017;Regular;DAL;102;BOS;110
20/11/2017;Regular;SAS;96;ATL;85
20/11/2017;Regular;SAC;98;DEN;114
21/11/2017;Regular;LAL;103;CHI;94
22/11/2017;Regular;CHO;129;WAS;124
22/11/2017;Regular;CLE;119;BRK;109
22/11/2017;Regular;PHI;101;POR;81
22/11/2017;Regular;ATL;103;LAC;116
22/11/2017;Regular;MIA;104;BOS;98
22/11/2017;Regular;NYK;108;TOR;100
22/11/2017;Regular;HOU;125;DEN;95
22/11/2017;Regular;MEM;94;DAL;95
22/11/2017;Regular;MIN;124;ORL;118
22/11/2017;Regular;NOP;107;SAS;90
22/11/2017;Regular;OKC;108;GSW;91
22/11/2017;Regular;PHO;107;MIL;113
22/11/2017;Regular;UTA;110;CHI;80
22/11/2017;Regular;SAC;113;LAL;102
24/11/2017;Regular;BRK;125;POR;127
24/11/2017;Regular;ATL;116;NYK;104
24/11/2017;Regular;BOS;118;ORL;103
24/11/2017;Regular;CLE;100;CHO;99
24/11/2017;Regular;IND;107;TOR;104
24/11/2017;Regular;MIN;97;MIA;109
24/11/2017;Regular;OKC;98;DET;99
24/11/2017;Regular;DEN;104;MEM;92
24/11/2017;Regular;PHO;91;NOP;115
24/11/2017;Regular;GSW;143;CHI;94
25/11/2017;Regular;CHO;86;SAS;106
25/11/2017;Regular;PHI;130;ORL;111
25/11/2017;Regular;WAS;105;POR;108
25/11/2017;Regular;ATL;78;TOR;112
25/11/2017;Regular;HOU;117;NYK;102
25/11/2017;Regular;IND;98;BOS;108
25/11/2017;Regular;DAL;97;OKC;81
25/11/2017;Regular;GSW;110;NOP;95
25/11/2017;Regular;UTA;121;MIL;108
25/11/2017;Regular;SAC;95;LAC;97
26/11/2017;Regular;CHI;93;MIA;100
26/11/2017;Regular;MIN;119;PHO;108
26/11/2017;Regular;MEM;88;BRK;98
27/11/2017;Regular;IND;121;ORL;109
27/11/2017;Regular;PHI;91;CLE;113
27/11/2017;Regular;BOS;108;DET;118
27/11/2017;Regular;NYK;91;POR;103
27/11/2017;Regular;HOU;117;BRK;103
27/11/2017;Regular;SAS;115;DAL;108
27/11/2017;Regular;GSW;106;SAC;110
27/11/2017;Regular;LAC;120;LAL;115
28/11/2017;Regular;CLE;108;MIA;97
28/11/2017;Regular;CHI;99;PHO;104
28/11/2017;Regular;MIN;89;WAS;92
28/11/2017;Regular;SAC;87;MIL;112
28/11/2017;Regular;UTA;106;DEN;77
29/11/2017;Regular;DET;131;PHO;107
29/11/2017;Regular;ORL;121;OKC;108
29/11/2017;Regular;PHI;118;WAS;113
29/11/2017;Regular;NYK;115;MIA;86
29/11/2017;Regular;TOR;126;CHO;113
29/11/2017;Regular;HOU;118;IND;97
29/11/2017;Regular;NOP;102;MIN;120
29/11/2017;Regular;DAL;104;BRK;109
29/11/2017;Regular;SAS;104;MEM;95
29/11/2017;Regular;LAL;123;GSW;127
30/11/2017;Regular;ATL;114;CLE;121
30/11/2017;Regular;BOS;108;PHI;97
30/11/2017;Regular;DEN;111;CHI;110
30/11/2017;Regular;POR;91;MIL;103
30/11/2017;Regular;LAC;107;UTA;126
01/12/2017;Regular;ORL;112;GSW;133
01/12/2017;Regular;WAS;109;DET;91
01/12/2017;Regular;TOR;120;IND;115
01/12/2017;Regular;CHI;106;SAC;107
01/12/2017;Regular;MEM;79;SAS;95
01/12/2017;Regular;MIA;105;CHO;100
01/12/2017;Regular;OKC;111;MIN;107
01/12/2017;Regular;UTA;114;NOP;108
02/12/2017;Regular;BOS;116;PHO;111
02/12/2017;Regular;DAL;108;LAC;82
02/12/2017;Regular;BRK;102;ATL;114
02/12/2017;Regular;CLE;116;MEM;111
02/12/2017;Regular;PHI;108;DET;103
02/12/2017;Regular;MIL;109;SAC;104
02/12/2017;Regular;DEN;115;LAL;100
02/12/2017;Regular;POR;116;NOP;123
03/12/2017;Regular;NYK;100;ORL;105
03/12/2017;Regular;MIA;95;GSW;123
03/12/2017;Regular;MIN;112;LAC;106
03/12/2017;Regular;OKC;90;SAS;87
03/12/2017;Regular;LAL;95;HOU;118
04/12/2017;Regular;CHO;104;ORL;94
04/12/2017;Regular;IND;115;NYK;97
04/12/2017;Regular;PHI;101;PHO;115
04/12/2017;Regular;ATL;90;BRK;110
04/12/2017;Regular;BOS;111;MIL;100
04/12/2017;Regular;CHI;91;CLE;113
04/12/2017;Regular;MEM;95;MIN;92
04/12/2017;Regular;NOP;115;GSW;125
04/12/2017;Regular;DAL;122;DEN;105
04/12/2017;Regular;SAS;96;DET;93
04/12/2017;Regular;UTA;116;WAS;69
05/12/2017;Regular;TOR;126;PHO;113
05/12/2017;Regular;OKC;100;UTA;94
05/12/2017;Regular;POR;92;WAS;106
06/12/2017;Regular;CLE;101;SAC;95
06/12/2017;Regular;IND;98;CHI;96
06/12/2017;Regular;ORL;110;ATL;106
06/12/2017;Regular;BOS;97;DAL;90
06/12/2017;Regular;NYK;99;MEM;88
06/12/2017;Regular;CHO;87;GSW;101
06/12/2017;Regular;MIL;104;DET;100
06/12/2017;Regular;NOP;123;DEN;114
06/12/2017;Regular;SAS;117;MIA;105
06/12/2017;Regular;LAC;107;MIN;113
07/12/2017;Regular;PHI;104;LAL;107
07/12/2017;Regular;PHO;99;WAS;109
07/12/2017;Regular;BRK;100;OKC;95
07/12/2017;Regular;UTA;101;HOU;112
08/12/2017;Regular;CHO;111;CHI;119
08/12/2017;Regular;DET;98;GSW;102
08/12/2017;Regular;IND;106;CLE;102
08/12/2017;Regular;ORL;89;DEN;103
08/12/2017;Regular;MEM;107;TOR;116
08/12/2017;Regular;MIL;109;DAL;102
08/12/2017;Regular;NOP;109;SAC;116
08/12/2017;Regular;SAS;105;BOS;102
09/12/2017;Regular;LAC;113;WAS;112
09/12/2017;Regular;BRK;89;MIA;101
09/12/2017;Regular;CHO;99;LAL;110
09/12/2017;Regular;ATL;117;ORL;110
09/12/2017;Regular;CHI;104;NYK;102
09/12/2017;Regular;CLE;105;PHI;98
09/12/2017;Regular;MIL;117;UTA;100
09/12/2017;Regular;MEM;101;OKC;102
09/12/2017;Regular;PHO;101;SAS;104
09/12/2017;Regular;POR;117;HOU;124
10/12/2017;Regular;SAC;87;TOR;102
10/12/2017;Regular;DET;81;BOS;91
10/12/2017;Regular;IND;126;DEN;116
10/12/2017;Regular;MIN;97;DAL;92
10/12/2017;Regular;NOP;131;PHI;124
10/12/2017;Regular;NYK;111;ATL;107
11/12/2017;Regular;CHI;108;BOS;85
11/12/2017;Regular;HOU;130;NOP;123
11/12/2017;Regular;MEM;82;MIA;107
11/12/2017;Regular;OKC;103;CHO;116
11/12/2017;Regular;GSW;111;POR;104
11/12/2017;Regular;LAC;96;TOR;91
12/12/2017;Regular;CLE;123;ATL;114
12/12/2017;Regular;DET;84;DEN;103
12/12/2017;Regular;NYK;113;LAL;109
12/12/2017;Regular;BRK;103;WAS;98
12/12/2017;Regular;DAL;95;SAS;89
12/12/2017;Regular;MIN;112;PHI;118
12/12/2017;Regular;SAC;99;PHO;92
13/12/2017;Regular;IND;95;OKC;100
13/12/2017;Regular;ORL;95;LAC;106
13/12/2017;Regular;WAS;93;MEM;87
13/12/2017;Regular;BOS;124;DEN;118
13/12/2017;Regular;MIA;95;POR;102
13/12/2017;Regular;CHI;103;UTA;100
13/12/2017;Regular;NOP;115;MIL;108
13/12/2017;Regular;PHO;109;TOR;115
13/12/2017;Regular;HOU;108;CHO;96
14/12/2017;Regular;ATL;91;DET;105
14/12/2017;Regular;BRK;104;NYK;111
14/12/2017;Regular;CLE;121;LAL;112
14/12/2017;Regular;MIN;119;SAC;96
14/12/2017;Regular;GSW;112;DAL;97
15/12/2017;Regular;CHO;98;MIA;104
15/12/2017;Regular;IND;98;DET;104
15/12/2017;Regular;ORL;88;POR;95
15/12/2017;Regular;PHI;117;OKC;119
15/12/2017;Regular;WAS;100;LAC;91
15/12/2017;Regular;BOS;95;UTA;107
15/12/2017;Regular;TOR;120;BRK;87
15/12/2017;Regular;MEM;96;ATL;94
15/12/2017;Regular;MIL;109;CHI;115
15/12/2017;Regular;DEN;117;NOP;111
15/12/2017;Regular;HOU;124;SAS;109
16/12/2017;Regular;CHO;91;POR;93
16/12/2017;Regular;CLE;109;UTA;100
16/12/2017;Regular;NYK;111;OKC;96
16/12/2017;Regular;HOU;115;MIL;111
16/12/2017;Regular;MIA;90;LAC;85
16/12/2017;Regular;MIN;106;PHO;108
16/12/2017;Regular;SAS;98;DAL;96
16/12/2017;Regular;MEM;93;BOS;102
17/12/2017;Regular;TOR;108;SAC;93
17/12/2017;Regular;DET;114;ORL;110
